tahun,sub_holding,sub_holding_original,unit_operasi,wilayah_kerja,luasan_offsite_ha,luasan_overlap_ha,luasan_total_ha,location_adjacent,location_overlapped,biodiversity_score,biodiversity_category,fauna_names,fauna_released_count,flora_names
2023,SH Downstream,SH R&P,GRR Tuban,,,,,,,,,,,
2023,SH Downstream,SH C&T,MOR I,,,,,,,,,,,
2023,SH Downstream,SH C&T,MOR II,,,,,,,,,,,
2023,SH Downstream,SH C&T,MOR III,,,,,,,,,,,
2023,SH Downstream,SH C&T,MOR IV,,,,,,,,,,,
2023,SH Downstream,SH C&T,MOR V,,,,,,,,,,,
2023,SH Downstream,SH C&T,MOR VI,,,,,,,,,,,
2023,SH Downstream,SH C&T,MOR VII,,,,,,,,,,,
2023,SH Downstream,SH C&T,MOR VIII,,,,,,,,,,,
2023,SH Downstream,SH R&P,PT KPB,,,,,,,,,,,
2023,SH Downstream,SH IML,PT PIS,,,,,,,,,,,
2023,SH Downstream,SH IML,PT PTK,,,,,,,,,,,
2023,SH Downstream,SH C&T,PTPL,,,,,,,,,,,
2023,SH Downstream,SH C&T,PTPN,,,,,,,,,,,
2023,SH Downstream,SH C&T,PTPR,,,,,,,,,,,
2023,SH Downstream,SH IML,Pertamina Energy Terminal,,,,,,,,,,,
2023,SH Downstream,SH C&T,Project,,,,,,,,,,,
2023,SH Downstream,SH R&P,RCC Blgn,,,,,,,,,,,
2023,SH Downstream,SH R&P,RDMP Blgn,,,,,,,,,,,
2023,SH Downstream,SH R&P,RDMP Clcp,,,,,,,,,,,
2023,SH Downstream,SH R&P,RU II Dumai,,,,70.45,,no,3.62,Tinggi,"Rusa Sambar (Cervus unicolor), Rusa Totol (Axis axis), Elang Laut Perut Putih (Haliaeetus Leucogaster), Elang Ular Bido (Spilornis cheela), Kangkareng Perut Putih (Anthracoceros albirostis)",,"Shorea platyclados, Aquilaria Malaccensis, Nephentes Ampullaria, Dipterocarpus cinerus, Eusideroxylon zwageri, Syzygium zeylanicum"
2023,SH Downstream,SH R&P,RU II SPK,,,,26,,no,3,Sedang,"Jumlah Fauna = 404 Individu
Fauna yang dilindungi=
1. Sinpai Hitam Sumatra (Presbytis melalophos)Status IUCN : Endangered(EN)
2. Jalak Kerbau (Acridotheres javanicus), Status IUCN : Vulnerable(VU)

3. Monyet Ekor Panjang (Macaca fascicularis) Status IUCN : Endangered(EN)
4. Lutung Kelabu (Trachypithecus cristatus) Status IUCN : Vulnerable(VU)",,"Jumlah Flora = 1764 batang
Flora yang dilindungi
1. Critically Endangered (CR) yaitu gaharu (Aquilaria malaccensis)
2. Critically Endangered (CR) yaitu kantong semar sumatera (Nepenthes sumatrana)
3. Endangered (EN) meranti (Shorea pauciflora)
4. Vulnerable(VU) belangeran (Shorea balangeran)
5. Vulnerable(VU) kantong semar spektabilis (Nepenthes spectabilis)"
2023,SH Downstream,SH R&P,RU III,,,,7570.49,,no,2.921,Sedang,"Jumlah Fauna: 92 jenis

1. Burung : 44 Jenis
2. Mamalia : 8 jenis
3. Herpetofauna : 10 Jenis
4. Capung : 12 Jenis
5. Kupu-Kupu : 15 Jenis
6. Ikan: 3 Jenis

Fauna yang dlindungi:
1 Rusa Sambar (Cervus unicolor), Status IUCN: Vulnerable (VU)
2. Gajah Sumatera (Elephas maximus sumatranus), Status IUCN: Critically Endangered (CR)
3. Belida juvenile/dewasa (Chitala lopis), Status IUCN: Extinct (EX)
4. Belida benih/anakan (Chitala lopis), Status IUCN: Extinct (EX)
5. Monyet Ekor Panjang (Macaca fascicularis), Status IUCN: Endangered (EN)
6. Lutung Kelabu (Trachypithecus cristatus), Status IUCN: Critically Endangered (CR)
7. Putak (Notopterus notopterus), Status PP 106.2018 : Dilindungi",,"Jumlah Flora: 139 Jenis

Akasia daun kecil, Albasia, Nangka, Belimbing, Nyamplung, Kelapa, Andong, Kelapa sawit, Jambu air, Beringin, Kalpataru, Melinjo, Mangga, Mindi, Tanjung, Rambutan, Talok, Kecrutan, Mahoni daun besar, Mahoni, Kedondong hutan, Salam, Nasi-nasi, Asam jawa, Ketapang kencana, Akasia daun kecil, Akasia daun lebar, Akasia pesisir, Saga, Pulai, Jambu mete, Srikaya, Cemara norflok, Cemara udang, Pinang, Sukun, Nangka, Belimbing wuluh, Belimbing, Menteng, Bambu kuning, Palem bangsawan, Nyamplung, Kenanga, Trengguli, Cemara kipas, Cemara udang, Batang unglen, Randu, Bintaro, Jeruk, Kelapa, Kelapa gading, Kanon, Cemara pensil, Pakis haji, Palem pucuk merah, Flamboyan, Kelengkeng, Durian, Kelapa sawit, Elaeocarpus floribundus, Dadap, Jambu air, Tembesu, Beringin, Karet kebo, Kimeng, Awar-awar, Ficus, Ficus sp., Kray payung, Melinjo, Waru landak, Kalpataru, Merbau, Cemara Pinsil, Bungur, Petai cina, Melanding, Krangean, Mangga, Kweni, Sawo, Mindi, Tanjung, Mengkudu, Kelor, Talok, Salam koja, Nusa indah, Rambutan, Palem, Kluwek, Alpukat, Ceremai, Cemara, Pinus merkusii, Asem londo, Kamboja, Glodogan tiang, Matoa, Jambu biji, Angsana, Bayur, Palem jepang, Jarak, Palem putri, Trembesi, Leunca, Kecrutan, Kedondong, Kepuh, Serut, Mahoni daun besar, Mahoni, Duwet, Jambu bol, Pucuk merah, Salam, Syzgium sp., Nasi-nasi, Tabebuya, Asem, Jati, Ketapang besar, Ketapang kencana, Kakao, Palem ekor tupai, Bakau, Api-Api, Tanjang, Flickingeria sp., Pholidota sp., Anggrek bulan Sumatra, Pisang-pisang laut, Rhizophora mucronata, Rhizophora stylosa, Rhizophora apiculata."
2023,SH Downstream,SH R&P,RU IV,,,,4001.85,,no,3.665,Tinggi,"Jumlah Fauna : 104 Jenis
Aves : 89 jenis
Mamalia : 8 jenis
Herpetofauna : 7 jenis (5 reptil dan 2 amphibi)

Daftar Fauna yang dilindungi
Penangkaran Fauna dilindungi :
1. Rusa Timor (Cervus timorensis); IUCN Redlist : VU
2. Merak Hijau (Pavo muticus); IUCN Redlist : EN
3. Merak Biru (Pavo cristatus); IUCN Redlist : LC
Fauna di Kawasan yang dilindungi :
Aves (dilindungi PermenLHK Nomor P.106 Tahun 2018):
1. Alap-alap capung (Microhierax fringillarius); IUCN Redlist : LC
2. Bangau bluwok (Mycteria cinerea); IUCN Redlist : EN
3. Bangau sandang-lawe (Ciconia episcopus); IUCN Redlist : VU
4. Bangau tongtong (Leptoptilos javanicus); IUCN Redlist : VU
5. Bubut jawa (Centropus nigrorufus); IUCN Redlist : VU
6. Bubut-pacar jambul (Clamator coromandus); IUCN Redlist : LC
7. Cangak besar (Ardea alba); IUCN Redlist : LC
8. Cangak laut (Ardea sumatrana); IUCN Redlist : LC
9. Cerek jawa (Charadrius javanicus); IUCN Redlist : NT
10. Cerek tilil (Charadrius alexandrinus); IUCN Redlist : LC
11. Dara-laut putih (Gygis alba); IUCN Redlist : LC
12. Dara-laut tengkuk-hitam (Sterna sumatrana); IUCN Redlist : LC
13. Elang tiram (Pandion haliaetus); IUCN Redlist : LC
14. Elang-laut perut-putih (Haliaeetus leucogaster); IUCN Redlist : LC
15. Elang-ular bido (Spilornis cheela); IUCN Redlist : LC
16. Gagang-bayam belang (Himantopus himantopus); IUCN Redlist : LC
17. Gajahan erasia (Numenius arquata); IUCN Redlist : NT
18. Gajahan penggala (Numenius phaeopus); IUCN Redlist : LC
19. Gajahan timur (Numenius madagascariensis); IUCN Redlist : EN
20. Kipasan belang (Rhipidura javanica); IUCN Redlist : LC
21. Pecuk-ular asia (Anhinga melanogaster); IUCN Redlist : NT
22. Tangkar centrong (Crypsirina temia); IUCN Redlist : LC
Mamalia :
1. Lutung Jawa (Trachypithecus auratus); IUCN Redlist : VU
2. Kucing Bakau (Prionailurus vivercinus); IUCN Redlist : EN
3. Monyet Ekor Panjang (Macaca fascicularis); IUCN Redlist : EN
4. Berang-berang Cakar Kecil (Aonyx cinereus); IUCN Redlist : VU",,"Jumlah Flora : 62 Jenis
Daftar Flora yang dilindungi :
1. Merbau (Intsia bijuga (Colebr.) Kuntze); IUCN Redlist : NT
2. Jati (Tectona grandis L.f.); IUCN Redlist : EN
3. Gedangan (Aegiceras floridum Roemer & Schultes); IUCN Redlist : NT
4. Kenyangnyong (Ceriops decandra (Griff.) W.Theob.); IUCN Redlist : NT
5. Jeruju Putih (Acanthus ebracteatus Vahl); IUCN Redlist : LC
6. Drujon (Acanthus ilicifolius L.); IUCN Redlist : LC
7. Api-api (Avicennia alba Blume); IUCN Redlist : LC
8. Api-api daun lebar (Avicennia officinalis L.); IUCN Redlist : LC
9. Bintaro (Cerbera manghas L.); IUCN Redlist : LC
10. Gebang (Corypha utan Lam.); IUCN Redlist : LC
11. Nipah (Nypa fruticans Wurmb); IUCN Redlist : LC
12. Kayu Jaran (Dolichandrone spathacea (L.f.) K.Schum.); IUCN Redlist : LC
13. Ketapang (Terminalia catappa L.); IUCN Redlist : LC
14. Katang katang (Ipomoea pes-caprae (Linnaeus) R. Brown, 1816); IUCN Redlist : LC
15. Mensiang (Actinoscirpus grossus (L.f.) Goetgh. & D.A.Simpson) ; IUCN Redlist : LC
16. Buta-buta (Actinoscirpus grossus (L.f.) Goetgh. & D.A.Simpson); IUCN Redlist : LC
17. Akasia (Acacia mangium Willd.); IUCN Redlist : LC
18. Nam nam Laut (Cynometra iripa Kostel.); IUCN Redlist : LC
19. Laban (Vitex pinnata L.); IUCN Redlist : LC
20. Bogem Prapat (Sonneratia alba Sm.); IUCN Redlist : LC
21. Bogem Pidada (Sonneratia caseolaris (L.) Engler); IUCN Redlist : LC
22. Dungun Laut (Heritiera littoralis Aiton); IUCN Redlist : LC
23. Waru Laut (Hibiscus tiliaceus L.); IUCN Redlist : LC
24. Nyirih (Xylocarpus granatum J.Koenig); IUCN Redlist : LC
25. Nyuruh (Xylocarpus moluccensis (Lam.) M.Roem.); IUCN Redlist : LC
26. Kayu Putih (Melaleuca leucadendra L.); IUCN Redlist : DD
27. Gedangan (Aegiceras corniculatum (L.) Blanco); IUCN Redlist : LC
28. Krakas (Acrostichum aureum L.); IUCN Redlist : LC
29. Paku Laut (Acrostichum speciosum Wild.); IUCN Redlist : LC
30. Tancang Putih (Bruguiera cylindrica (L.) Blume); IUCN Redlist : LC
31. Tancang Merah (Bruguiera gymnorhiza (L.) Lam.); IUCN Redlist : LC
32. Lenggadai (Bruguiera parviflora (Roxb.) Wight & Arn. ex Griff.); IUCN Redlist : LC
33. Tancang Sukun (Bruguiera sexangula (Lour.) Poir.); IUCN Redlist : LC
34. Tingi (Ceriops tagal (Perr.) C.B. Robinson); IUCN Redlist : LC
35. Bakau Kacang (Rhizophora apiculata Blume); IUCN Redlist : LC
36. Bakau Bandul (Rhizophora mucronata Poir.); IUCN Redlist : LC
37. Duduk Rambat (Scyphiphora hydrophylacea C.F.Gaertn.); IUCN Redlist : LC
38. Limau Lelang (Merope angulata (Willd.) Swingle); IUCN Redlist : LC
39. Pecut Kuda (Stachytarpheta jamaicensis (L.) Vahl); IUCN Redlist : LC"
2023,SH Downstream,SH R&P,RU V,,,,45,,no,2.51,Sedang,"Fauna :
Jumlah burung 24 Jenis
Daftra Fauna yang dilindungi
1. Bondol rawa (Lonchura malacca) – LC (Redlist_IUCN)
2. Cabai bunga (Dicaeum trigonostigma) – LC (Redlist_IUCN)
3. Cabai panggul api (Dicaeum celebicum) – LC (Redlist_IUCN)
4. Cekaka suci (Todiramphus sanctus) – LC (Redlist_IUCN)
5. Celepuk reban (Otus lempiji) – LC (Redlist_IUCN)
6. Cinene kelabu (Orthotomus ruficeps) – LC (Redlist_IUCN)
7. Cucak kutilang (Orthotomus ruficeps) – LC (Redlist_IUCN)
8. Elang bondol (Haliastur indus) – LC (Redlist_IUCN)
9. Gagak hutan (Corvus enca) – LC (Redlist_IUCN)
10. Kareo padi (Amaurornis phoenicurus) – LC (Redlist_IUCN)
11. Kepudang kuduk (Oriolus chinensis) – LC (Redlist_IUCN)
12. Kerak kerbau (Acridotheres javanicus) – LC (Redlist_IUCN)
13. Layang -layang rumah ( Delichon dasypus) – LC (Redlist_IUCN)
14. Merbah belukar (Pycnonotus plumosus) – LC (Redlist_IUCN)
15. Merbah cerukcuk (Pycnonotus goiavier) – LC (Redlist_IUCN)
16. Perkutu jawa (Geopelia striata) – LC (Redlist_IUCN)
17. Punai gading (Treron vernans) – LC (Redlist_IUCN)
18. Remetuk laut (Gerygone sulphurea) – LC (Redlist_IUCN)
19. Tekukur biasa (Spilopelia chinensis) – LC (Redlist_IUCN)
20. Tepus tungir merah (Stachyris maculata) – NT (Redlist_IUCN)
21. Walet sapi (Collocalia esculenta) – LC (Redlist_IUCN)
22. Wiwik kelabu (Cacomantis merulinus) – LC (Redlist_IUCN)
23. Elang perut putih (Haliaeetus leucogaster) – LC (Redlist_IUCN)

Jumlah mamalia 6 jenis
Daftar mamalia yang dilindungi
1. Musang (Paradoxurus hermaphroditus) – LC (Redlist_IUCN)
2. Bajing kelapa (Callosciurus notatus) – LC (Redlist_IUCN)
3. Monyet ekor Panjang ( macaca fascicularis) – LC (Redlist_IUCN)
4. Tikus belukar (Rattus tiomanicus) – LC (Redlist_IUCN)
5. Tupai (Tupaia javanica) – LC (Redlist_IUCN)
6. Tupai kecil (Tupaia minor) – LC (Redlist_IUCN)

Jumlah herpetofauna 5 jenis
Daftar Herpetofauna yang dilindungi
1. Kodok Budug (Bufo melanostictus) – LC (Redlist_IUCN)
2. Kadal sawah (Eutropis multifasciata) – LC (Redlist_IUCN)
3. Biawak (Varanus Salvator) – LC (Redlist_IUCN)
4. Sanca batik (Malayopython reticulatus) – LC (Redlist_IUCN)
5. Katak pohon bergaris (Polypedates leucomystax) – LC (Redlist_IUCN)",,"Jumlah Flora 91 Jenis
Daftar Flora yang dilindungi
1. Akasia ( Acacia auriculiformis) – LC (Redlist_IUCN)
2. Jambu mete (Anacardium occidentale) – LC (Redlist_IUCN)
3. Jengkol hutan (Archidendron microcarpum) -LC (Redlist_IUCN)
4. Cempedak (Artocarpus integer) – LC (Redlist_IUCN)
5. Keledang (Keledang) – LC (Redlist_IUCN)
6. Simun (Bhesa robusta) – LC (Redlist_IUCN)
7. Nyamblung (Calophyllum inophyllum) – LC (Redlist_IUCN)
8. Damar lilin (Canarium pilosum) – LC (Redlist_IUCN)
9. Kayu Arang (Diospyros sumatrana) – LC (Redlist_IUCN)
10. Durian Antu (Durio acutifolius) – VU (Redlist_IUCN)
11. Endospermum diadenum – LC (Redlist_IUCN)
12. Beringin (Ficus benjamina) – LC (Redlist_IUCN)
13. Gondang Putih (Ficus variegata) – LC (Redlist_IUCN)
14. Merwan (Hopea sp) – EN(Redlist_IUCN)
15. Nibung Plam (oncosperma tigillarium) – LC (Redlist_IUCN)
16. laying -layang (Parishia insignis) – LC (Redlist_IUCN)
17. Pinus merkusii (Pinus) – VU (Redlist_IUCN)
18. Nipis Kulit (Pternandra rostrata) – LC (Redlist_IUCN)
19. Angsana (Pterocarpus indicus) – VU (Redlist_IUCN)
20. Puspa (Schima wallichii) – LC (Redlist_IUCN)
21. Kahoi (Shorea balangeran) – VU (Redlist_IUCN)
22. Sindur (Sindora wallichii) – LC (Redlist_IUCN)
23. Mahoni (Swietenia mahagoni) – NT (Redlist_IUCN)
24. Jambu-Jambuan (Syzygium sp) – LC (Redlist_IUCN)
25. Jambu (Syzygium tawahense) – LC (Redlist_IUCN)
26. Resak (Vatica umbonata) – LC (Redlist_IUCN)
27. Laban (Vitex pinnata) – LC (Redlist_IUCN)
28. Meranti (Shorea spp) – LC (Redlist_IUCN)
29. Ulin ( Eudoroxylon zwagerii) – VU (Redlist_IUCN)"
2023,SH Downstream,SH R&P,RU VI,,,,20.6,,no,3.12,Tinggi,"Mamalia:
1.Cervus timorrensis (Rusa Jawa)
2.Herpestes javanicus (Garangan jawa)
3.Paradoxurus hermaphroditus (Musang luwak)
Reptilia:
1.Hemidactylus frenatus (Cecak Kayu)
2.Gekko gecko (Tokek Rumah)
3.Eutropis multifasciata (Kadal Kebun)
4.Eutropis rudis (Kadal Seresah Cokelat)
5.Takydromus sexlineatus (Kadal Rumput)
6.Dendrelaphis pictus (Ular Tali Picis)
7.Varanus salvator (Biawak Air Asia)
8.Bronchocela jubata (Bunglon surai)
9.Calotes versicolor (Bunglon taman)
10.Cyrtodactylus marmoratus (Cecak Batu)
11.Hemidactylus frenatus (Cecak Kayu)
12.Gekko gecko (Tokek Rumah)
13.Eutropis multifasciata (Kadal Kebun)
14.Eutropis rudis (Kadal Seresah Cokelat)
15.Takydromus sexlineatus (Kadal Rumput)
16.Ptyas korros (Ular Jali)
17.Xenochrophis vittatus (Ular Kisik)
18.Coelognathus radiata (Ular Sapi)
18.Dendrelaphis pictus (Ular Tali Picis)
20.Indotyphlops braminus (Ular Kawat)
21.Naja sputatrix (Ular Sendok)
22.Bronchocela jubata (Bunglon surai)
23.Calotes versicolor (Bunglon taman)
24.Cyrtodactylus marmoratus (Cecak Batu)
25.Hemidactylus frenatus (Cecak Kayu)
26.Eutropis multifasciata (Kadal Kebun)
27.Eutropis rudis (Kadal Seresah Cokelat)
28.Takydromus sexlineatus (Kadal Rumput)
29.Indotyphlops braminus (Ular Kawat)
30.Naja sputatrix (Ular Sendok)
31.Dendrelaphis pictus (Ular Tali Picis)
Amphibi:
1.Polypedates leucomystax (Katak Pohon Bergaris)
2.Fejervarya limnochaaris (Katak Tegalan)
3.Duttaphrynus melanostictus (Kodok Buduk)
4.Kaloula baleata (Belentuk)
5.Polypedates leucomystax (Katak Pohon Bergaris)
6.Fejervarya cancrivora (Katak Sawah)
7.Fejervarya limnochaaris (Katak Tegalan)
8.Duttaphrynus melanostictus (Kodok Buduk)",,"Polyalthia longifolia (Sonn.) Thwaites (Glodokan tiang)
Annona reticulata L. ( Manoa)
Stelechocarpus burahol Hook. F. & Thomson (Kepel)
Syzygium polycephaloides (C.B.Rob.) Merr. (Kupa/Gowok)
Inocarpus fagifer (Parkinson & Zollinger) Fosberg (Gayam)
Cynometra ramiflora L. (Kupa anjing)
Diospyros blancoi A.DC. (Bisbul)
Canarium indicum L. (Kenari)
Syzygium cumini L. (Duwet)
Manilkara achras (Mill.) Fosberg (Sawo manila)
Pouteria camphechiana H.B & K. (Campole)
Sterculia foetida L. (Kepuh)
Sandoricum koetjape (Burm. F. ) Merr. (Kecapi)
Antidesma bunius (L.) Spreng. (Buni)
Phyllanthus acidus (L.) Skeels (Cereme)
Averrhoa bilimbi L. (Belimbing wuluh)
Schleichera oleosa (Lour.) Oken (Kesambi)
Cerbera manghas L. (Bintaro)
Flacourtia rukam Zoll. & Mor. (Rukem)
Calophyllum inophyllum L. (Nyamplung)
Artocarpus elasticus Reinw. Ex BI. (Benda)
Calophyllum inophyllum L (Nyamplung)
Calophyllum soulattri Burman f, Fl. (Bintangur)
Garcinia porrecta Laness (Manggis hutan)
Canarium asperum Benth. (Kenari solo)
Cynometra cauliflora L. (Namnam)
Diospyros cauliflora BI.(Kayu hitam)
Diospyros celebica Bakh (Eboni)
Diospyros malabarica (Desr.) Kostel (Culiket)
Intsia bijuga (Colebr) O. Kuntze (Merbau)
Sindora veluntina Baker (Sindur)
Pangium edule Reinw. (Kepayang)
Shorea guiso (Blanco) BI. (Meranti hitam)
Shorea pinanga Scheff (Tengkawang)
Vatica pauciflora BI. (Resak rawa)
Hopea odorata Roxb. (Merawan)
Intsia bijuga (Colebr) O. Kuntze (Durian namlung)
Intsia bijuga (Colebr) O. Kuntze (Durian karatungan)
Calophyllum inophyllum L. (Tampoi )
Calophyllum inophyllum L. (Durian Gundul)
Cerbera manghas L.(Keledang)
Cerbera manghas L. (Buah Merah Papua)
Cerbera manghas L. (Jambu Bira Papua)
Mangifera indica L. (Khiojay)
Mangifera indica L.(cokanan)
Mangifera indica L. (irwin)
Mangifera indica L. (agrigardina)
Mangifera indica L. (Garifta)
Mangifera indica L. (keit)
Mangifera indica L. (cok babun)
Mangifera indica L.(mangga alpukat)
Mangifera indica L.(Konium(mangga putih))
Mangifera indica L.(kiosawei)
Mangifera indica L.(Red ivori)
Mangifera indica L. ( yuwen)
Mangifera indica L. (red dragon)
Mangifera indica L. (red emperor)
Mangifera indica L.(hongkaiter)
Mangifera indica L. (wan wern)
Mangifera indica L. (ai wen)
Mangifera indica L. (mahatir)
Mangifera indica L. (agrimania)"
2023,SH Downstream,SH R&P,RU VII,,,,56.3,,no,2.435,Sedang,"Burung yang dilindungi :
Accipiter hiogaster (Elang alap kelabu), Viceda subcristata (Baza pasific), Cacatua galerita (Kakatua koki), Eclectus roratus (Nuri bayan), Geoffroyus geoffroyi (Nuri pipi merah), Goura cristata (Mambruk ubiaat), Haliaentus leucogaster (Elang laut perut putih), Haliastur indus (Elang bondol), Nycticorax caledonicus (Kowak malam), Probosciger aterrimus (Kakatua raja), Rhyticeros plicatus (Julang papua)
Mamalia yang dilindungi:
Rusa timorensis (Rusa)
Serangga yang dilindungi:
Ornithoptera priamus (Kupu sayap burung)",,"Mangrove (Rhizophora sp), Ulin (Eusideroxylon zwageri), Pinang Merah (Areca catechu), Jati Papua (Tectona sp), Shorea sp. (Shorea), Spathoglottis papuana (Anggrek tanah)"
2023,SH Downstream,SH R&P,Tuban Petro & TPPI,,,,,,,,,,,
2023,SH Gas,SH Gas,GAGAS,,,,,,,,,,,
2023,SH Gas,SH Gas,Gasnet,,,,,,,,,,,
2023,SH Gas,SH Gas,KJG,,,,,,,,,,,
2023,SH Gas,SH Gas,Nusantara Regas,,,,,,,,,,,
2023,SH Gas,SH Gas,PGN,,,,,,,2.401,Sedang,,,"SOR III : Eucalyptus deglupa, termasuk dalam IUCN Redlist (VU)
PGD : Bedegung : Ancit-ancit, Angsana, Asam Jawa, Asam Kandis, Balam Hutan.
Pagardewa : Ancit-ancit / Kecrutan, Angsana, Bambang Lanang, Beringnin Dolar, Beringin Gunung."
2023,SH Gas,SH Gas,PGN COM,,,,,,,0,Rendah,0,0,0
2023,SH Gas,SH Gas,PGN MAS Group,,,,,,,,,,,
2023,SH Gas,SH Gas,PLI Group,,,,,,,,,,,
2023,SH Gas,SH Gas,Perkasa,,,,,,,,,0,0,0
2023,SH Gas,SH Gas,Perta Arun gas,"Desa Batuphat Barat, Kecamatan Muara Satu, Kota Lhokseumawe",,,0.15,,,,,Rusa Totol,42,
2023,SH Gas,SH Gas,Perta Daya Gas,,,,,,,,,,,
2023,SH Gas,SH Gas,Perta Samtan Gas,"Kampung Sungai Jawi, Kelurahan Sungai Selincah, Kota Palembang",,,27,no,no,2.815,Sedang,"Lutung Kelabu, Simpidan Biru Sumatera",0,Phalaenopsis sumatrana (Anggrek Bulan Sumatra) dan Vanda sumatrana (Anggrek Vanda Sumatra)
2023,SH Gas,SH Gas,Pertagas,,,,22.86,,,,,,,
2023,SH Gas,SH Gas,Pertagas Niaga,,,,,,,,,,,
2023,SH Gas,SH Gas,Pgas Solution,,,,,,,,,,,
2023,SH Gas,SH Gas,SAKA Energi Muriag Limited,,,,27,,,,,,,
2023,SH Gas,SH Gas,SAKA Indonesia Pangkah Limited,,,,4.8,no,no,1.1,Rendah,,,"Mangrove (Rhizophora apicukta, Sonneratia caseolaris, Bruguiera cylindrica, Ceriops tagal, Evicennia alba, Avicennia marina)"
2023,SH Gas,SH Gas,Sena,,,,,,,,,,,
2023,SH Gas,SH Gas,TGI,,,,,,,,,,,
2023,SH Gas,SH Gas,Widar Mandripa Nusantara,,,,,,,,,,,
2023,SH PNRE,SH PNRE,PGE Area Kamojang,,,,19.45,,yes,3.1,Tinggi,"Elang Jawa (Nisaetus bartelsi), Accipiter sp, Bubo sp, Butastur sp, Elanus sp, Falco sp, Haliaeetus sp, Haliastur sp, Hieraatus sp, Ichtianetus sp, Milvus sp, Pernis sp, Spilornis sp, Tyto sp",132,"Lichen sp, Saurauia cauliflora, Eugenia cupre, Actinodaphne glomerata, Schima wallichi, Magnolia blumei, Casianopsis argantea, Ficus fariegata, Macaranga rhizinoides, Euginia sp., lainnya dalam bahasa lokal : Ki hujan, Ki Peutag, Ki Huru Hantap, Ki Huru mentek, Ki Huru honje, Ki amis, Kiara, Lame, Huru kitales, Ki sireum"
2023,SH PNRE,SH PNRE,PGE Area Karaha,,,,,,yes,2.44,Sedang,,,
2023,SH PNRE,SH PNRE,PGE Area Lahendong,,,,1,no,no,2.03,Sedang,Monyet Wolai/ Yaki (Macaca nigra),8,"Chrysanthemum Kulo, Chrysanthemum Riri"
2023,SH PNRE,SH PNRE,PGE Area Lumutbalai,,,,1.2,,yes,3.5,Tinggi,,,
2023,SH PNRE,SH PNRE,PGE Area Sibayak,,,,,yes,no,,,,,
2023,SH PNRE,SH PNRE,PGE Area Ulubelu,,,,5,,yes,2.91,Sedang,Kambing Saburai,,Indigofera zollingeriana
2023,SH PNRE,SH PNRE,PPI,lokasi perindustrian,,,,,,,,,,
2023,SH Upstream,SH Upstream,Badak NGL,,,,538.7,no,no,3.801,Tinggi,"1. Orangutan (Pongo Pygmaeus) - CR
2. Bekantan (Nasalis larvatus) - EN
3. Owa Kelawat (Hylobates muelleri) - EN",61,"1. Meranti Merah (Shorea johorensis) - CR
2. Gaharu (Aquilaria malaccensis) - CR
3. Sawo Kecik (Chrysophyllum claraense) - CR
4. Anggrek Kelip (Phalaenopsis bellina) - NE"
2023,SH Upstream,SH Upstream,Elnusa,,,,,,,,,,,
2023,SH Upstream,SH Upstream,PDSI,,,,1,no,no,,,,,"""1. Shorea Balangeran - CR
2. Aquilaria Malaccensis - CR
3. Dryobalanops aromatica - VN"""
2023,SH Upstream,SH Upstream,Region 1,PT Pertamina EP Asset 1 Field Jambi,,,35.05,,,3.41,Tinggi,,,"1. Bulian (Eusideroxylon zwageri) - VU
2. Jelutung (Dyera polyphylla) - VU
3. Angsana (Pterocarpus indicus) - EN"
2023,SH Upstream,SH Upstream,Region 1,PT PHE Jambi Merang,,,43.65,,yes,2.583,Sedang,"1. Owa Ungko (Hylobates agilis) - EN
2. Gajah Sumatera (Elephas maximus sumatranus) - CR",0,"1. Anggrek (Dendrobium sp)
2. Jelutung (Dyera costulata) - LC
3. Pinang (Areca catechu) - DD
4. Petai (Parkia speciosa) - LC
5. Nanas (Ananas comosus)"
