tahun,sub_holding,sub_holding_original,unit_operasi,wilayah_kerja,luasan_offsite_ha,luasan_overlap_ha,luasan_total_ha,location_adjacent,location_overlapped,biodiversity_score,biodiversity_category,fauna_names,fauna_released_count,flora_names
2024,SH Upstream,SH Upstream,Region 1,PT Pertamina EP Asset 2 Field Adera,109.31,16.5,125.81,no,,2.07,Sedang,"1. Kucing emas - NT
2. Enggang cula (rangkong badak) - VU",3,"1. Tembesu (Fagraea fragrans) - 33
2. Kayu Aro (Ficus carica L. ) – 10
3. Spt Mahoni tp Putih (Swietenia macrophyla King) - 0
4. Karet (Hevea bransiliensis) – 26
5. Seru (Schima wallichii) – 10
6. Keliyat (Syzygium Sp.) – 0
7. Jengkol (Archidendron pauciflorum) – 3
8. Macaranga (Macaranga gigantea) – 4
9. Gaharu (Aquilaria malaccensis) – 30
10. Spt Mahoni (Swietinia macrophylla King) – 52
11. Kayu Asia – 0
12. Spt Salam (Syzygium polyantum) – 10
13. Mangga (Mangifera indica) – 41
14. Pinang (Areca catechu) – 5
15. Bintaro (Cerbera manghas) – 50
16. Trembesi (Samanea saman) – 82
17. Meranti (Shorea sp.) – 15
18. Bunga Tanjung (Mimusops elengi) – 55
19. Glodokan Tiang (Polyanthia longifolia) – 10
20. Cendana (Santalum album) – 35
21. Lamtoro (Leucaena leucocephala) – 4
22. Pulai (Alstonia scholaris) – 5
23. Jambu tengkalak (Bellucia pentamera) – 2
24. Tukulan (Blumeodendron tokbrai) – 4
25. Pulai (Alstonia pneumatophora) – 2
26. Ketapang (Terminalia catappa) - 5
27. Akasia (Acacia mangium) – 35
28. Lada (Piper Ningrum) – 2
29. Semerangi (Carallia brachiata) – 2
30. Beluluk (Dyospyros maingayi) – 8
31. Keruing (Dipterocarpus oblongifolius) – 5
32. Padma Raksasa (Rafflesia arnoldii) – 18
33. Eucalyptus rainbow (Eucalyptus deglupta) – 50
34. Damar Putih (Agathis labillardieri) – 6
35. Pohon Ara (Ficus) – 24"
2024,SH Upstream,SH Upstream,Region 2,PT PHE Offshore North West Java (PHE ONWJ),1.43,,1.43,yes,,3.35,Tinggi,"Penyu Sisik (Eretmochelys Imbricata) CR - 318 Ekor, di SM Pulau Rambut, Kepulauan Seribu",175,"1.Mangrove Bakau Hitam (Rhizophora mucronate) LC
2.Mangrove Api – Api Putih (Avicennia marina) LC
3.Mangrove Putut (Bruguiera gymnorrhiza) LC
4.Mangrove Buta – Buta (Excoecaria agalocha) LC
5.Mangrove Pidada Putih (Sonneratia alba) LC
6.Kelapa (Cocos sp) LC
7.Sukun (Artocarpus altilis) LC"
2024,SH Upstream,SH Upstream,Region 2,PT PHE - Operation of South East Sumatera (OSES),24.26,5.97,30.23,yes,,,,"1. Penyu Sisik (Eretmochelys imbricata) - CR
2. Karang Tanduk (Acropora cervicornis) - CR",1201,"1. Bakau kecil (Rhizophora stylosa) - LC
2. Bakau kurap (Rhizophora mucronata) - LC"
2024,SH Upstream,SH Upstream,Region 2,PT Pertamina EP Asset 3 Subang Field,40.6,,40.6,no,,2.68,Sedang,"1. Prinia familiaris (Prenjak Jawa) - NT
2. Pycnonotus aurigaster (Cucak Kutilang) - NT
3. Gonocephalus kuhlii (Bunglon Hutan) - VU
4. Nycticebus javanicus (Kukang Jawa) - CR
5. Hylobates moloch (Owa Jawa) - EN",5,1. Rhizophora mucronata (Bakau kurap) - LC
2024,SH Upstream,SH Upstream,Region 2,PT Pertamina EP Asset 3 Jatibarang Field,1.58,1.28,2.86,no,,3.154,Tinggi,"1. (TGNC) Macan tutul jawa - VU
2. (Komperta mundu) Gelatik Jawa - EN",,Saninten - EN
2024,SH Upstream,SH Upstream,Region 2,PT Pertamina EP Asset 3 Tambun Field,0.04,0.04,0.08,no,,2.207,Sedang,Surili (Presbytis comata) - VU,2,"1. Puspa (Shima walichii) - NA
2. Kibereum (Nauclea lanceolata) - LA
3. Rasamala (Althinga exelsa) - NA
4. Kisalam (Syzygium poliantum) - NA
5. Baros/manglid (Manglieta glauca) - NA"
2024,SH Upstream,SH Upstream,Region 3,Pertamina Hulu Mahakam (PHM),58.1,32.7,90.8,no,,3.824,Tinggi,Pesut Mahakam (Orcaella brevirostris) - EN,20,"1. Meranti Merah (Shorea balangeran) - VU,
2.Anggrek Hitam Kalimantan (Coelogyne pandurata) - N/A
3. Kedabu (Sonneratioa ovata) -NT"
2024,SH Upstream,SH Upstream,Region 3,Pertamina Hulu Sanga - Sanga (PHSS),,1288,1288,,yes,1.35,Rendah,"1. Udang Windu (Penaeus monodon) - NE
2. Botana ( Acanthurus) - LC
3. Betok kenari (Amblygliphidodon) - LC
4. Loloasi (Caesio) - LC
5. Kepe-kepe (Chaetodon) - LC
6. Ikan Jae Jae (Chromis) - LC
7. Ikan Wrasse Pelangi (Coris) - LC
8. Ikan Keling (Halichoeres) - LC
9. Ikan Dokter (Labroides) - LC
10.Ikan sirip pari ( Parapercis) - LC
11. Ikan Pisang (Pterocaesio) - LC
12.Ikan Kakatua (Scarus) - LC
13. Ikan Pasir-pasir (Scolopsis) - LC
14. Ikan Baronang - (Siganus) - LC
15.Ikan Karang (Thalassoma) - LC
16. Ikan Kuniran (Upeneus) - LC
17. Ikan Bendera (Zanclus) - LC",201,"1. Johar (Cassia siamea Lamk) - LC
2. Trembesi (Samanea saman) - LC
3. Beringin (Ficus benjamina) - NE
4. Gamal (Gliricidia sepium) - LC
5. Waru (Hisbicus tiliaceus) - LC
6. Pohon Saga (Adenanthera povonina) - LC
7. Kelapa Sawit (Elaeis) - NE
8. Jarak (Ricinus communis) - NE
9. Mahoni (S. macrophylla) - VU
10. Bayur (Pterospermum javanicum) - LC
11. Sulam (Portulaca grandiflora) - LC
12. Meranti (Shorea leprosula) - CR
13. Puspa (Schima wallichii) - CR
14. Jabon (Anthocephalus cadamba) - (Belum terdaftar di IUCN)"
2024,SH Upstream,SH Upstream,Region 3,PT Pertamina EP Assest 5 Field Sangatta *) & **),4.8,1606.42,1611.22,yes,,,,"1. Orangutan ( Pongo pygmaeus ) - CR
2. Bekantan ( Nasalis larvatus ) - EN
3. Beruang Madu ( Helarctos malayanus ) - VU
4. Bintang Ular ( Ophiopholis aculeate ) - Belum terdaftar di IUCN
5. Penyu Hijau ( Chelonia Mydas ) - EN
6. Julang Emas ( Rhyticeros undulatus ) - VU
7. Kangkareng hitang (Anthracoceros malayanus) - VU
8. Burung Rangkong (Buceros rhinoceros) - VU
9. Elang Tikus (Elanus caeruleus) - LC",4045,"1. Lahung ( Durio Graveolens ) - VU
2. Kerantungan ( Durio oxleyanusi ) - Belum terdaftar di IUCN
3. Prepat ( Sonneratia alba ) - LC
4. Bakau (Rhizophora sp. ) - Belum terdaftar di IUCN
5. Api - Api ( Avicenna alba ) - Belum terdaftar di IUCN
6. Api - Api ( Avicenna lanata ) - Belum terdaftar di IUCN
7. Nyamplung ( Calophyllum inophylum ) - Belum terdaftar di IUCN
8. Ketapang ( Terminalia catappa ) - LC
9. Bintaro ( Cerbera manghas ) - LC
10. Gaharu ( Aquilaria microcarpa ) - EN
11. Ulin ( Eusideroxylon zwageri ) - VU
12. Kemang (Mangifera caesia) - NT
13. Tengkawang Tungkul (Shorea stenoptera) - NT
14. Mangga Kasturi (Mangifera casturi ) - EW
15. Menggering (Koompassia excelsa) - Belum terdaftar di IUCN
16. Durian (Durio zibethinus) - Belum terdaftar di IUCN
17. Petai (Parkia speciosa) - LC
18. Rambutan (Nephelium lappaceum) - LC
19. Nangka (Artocarpus heterophyllus) - Belum terdaftar di IUCN
20. Rambai (Baccaurea motleyana) - LC
21. Cempedak (Artocarpus integer) - LC
22. Blangeran (Shorea balangeran) - VU
23. Kapur - (Dryobalanops aromatica) - VU
24. Gaharu (Aquilaria malaccensis) - CR
25. Daun Salam )Syzygium polyanthum) - Belum terdaftar di IUCN
26. Aren (Arenga pinnata) - LC
27. Karet (Hevea brasiliensis) - LC
28. Pohon Asoka (Sacara Asoca) - VU"
2024,SH Upstream,SH Upstream,Region 3,PT Pertamina EP Asset 5 Field Sanga-Sanga,2000,7.5,2007.5,yes,,1.239,Rendah,"1. Bekantan (Nasalis larvatus) - EN
2. Orang Utan Kalimantan (Pongo pygmaeus) - EN",27,"1. Gamal (Gliricidia sepium) - VU
2. Daun Salam (Syzghium polyanthum) - VU
3. Balangeran (Shorea balangeran) - VU
4. Leprosula (Shorea leprosula) - VU
5. Gaharu (Aquilaria malaccensis) - VU
6. Durian (Durio zibethinus) - DD
7. Rambai (Baccaurea mottleyana) - DD
8. Kecapi (Sandoricim koetjape) - DD
9. Rambutan (Nephelium lappaceum) - LC"
2024,SH Upstream,SH Upstream,Region 3,PT Pertamina EP Asset 5 Field Tanjung,,3.8,3.8,no,,1.175,Rendah,1 . Rusa Sambar (Cervus unicolor) - VU,10,"1. Nangkadak (A. heterophyllus x integer) - DD
2. Akasia (Acacia auriculiformis) - LC
3. Sri Rezeki (Aglaonema crispum) - DD
4. Aglonema heng heng (Aglaonema sp) - DD
5. Sengon (Albizia sp) - LC
6. Kemiri (Aleurites moluccana) - LC
7. Keladi Amazon (Alocasia amazonica) - DD
8. Keladi Tengkorak Kalimantan (Alocasia cuprea) - DD
9. Keladi White Queen (Alocasia White Queen) - DD
10. Sirsak (Annona muricata) - LC
11. Srikaya (Annona squamosa) - LC
12. Kuping Gajah (Anthurium crystallinum) - DD
13. Palem Ekor Ikan (Arecaceae Caryota mitis) - LC
14. Palem (Arecaceae Hyophorbe lagenicaulis) - CR
15. Sukun (Artocarpus communis) - DD
16. Cempedak (Artocarpus integer) - LC
17. Pakcoy (Brassica rapa L) - DD
18. Bromelia (Bromelia cryptantus Red) - DD
19. Keladi Red Flash (Caladium red flash - DD
20. Calathea (Calathea medallion) - DD
21. Cabai Habanero (Capsicum chinense) - DD
22. Johar (Casia siamea) - DD
23. Jengger Ayam (Celosia argentea L) - DD
24. Cemara Pua Pua (Cemara Pua Pua) - DD
25. Bintaro (Cerbera manghas) - LC
26. Palem Komodaria (Chamaedorea elegans) - DD
27. Seruni (Chrysanthemum Inodoru ) - DD
28. Jeruk Purut (Citrus hystri ) - LC
29. Kelapa (Cocos nucifera) - DD
30. Kelapa Gading (Cocos nucifera L) - DD
31. Anggrek Hitam (Coelogyne pandurata) - DD
32. Puring (Croton sp) - EN
33. Bintang Bumi (Cryptanthus bivittatus) - DD
34. Temu Ireng (Curcuma aeruginosa Roxb) - DD
35. Temulawak (Curcuma xanthorriza) - DD
36. Kunyit Putih (Curcuma zedoaria) - DD
37. Pinang merah (Cyrthostachis lakka) - DD
38. Anggrek Dendrobium (Dendrobium macrophyllum) - LC
39. Kelengkeng (Dimocarpus longan Lou ) - DD
40. kapur (Dryobalanops aromatica) - VU
41. Lai (Durio kutejensis) - VU
42. Durian (Durio zibethinus ) - DD
43. Stanhopea (Echeveria chihuahuaensis) - DD
44. Sawit (Elaeis) - LC
45. Bawang Dayak (Eleutherine palmifolia) - DD
46. Sawit (Ellais guinnensis) - DD
47. Ulin (Eusideroxylon zwageri) - VU
48. Kayu Ara (Ficus adenosperma) - LC
49. Beringin (Ficus benjamina) - LC
50. Gamal (Gliricidia sepium) - LC
51. Anggrek tebu (Grammatophyllum speciosum Blume) - DD
52. Kaktus Gymno Hijau (Gymnocalycium Damsii) - DD
53. Palem Bor (H. lagenicaulis) - DD
54. Tabebuya (Handroanthus chrysotrichus - DD
55. Karet (Hevea braciliensis) - DD
56. Kaktus Huernia (Huernia zebrina) - DD
57. Gayam (Inocarpus fagifer) - LC
58. Melati Jakarta (Jasminum elongatum) - DD
59. Selada (Lactuca sativa) - DD
60. Langsat Tanjung (Lansium domesticum) - DD
61. Mangga kasturi (Mangifera casturi) - EW
62. Mangga (Mangifera sp) - DD
63. Pohon Tanjung (Mimusops elengi) - LC
64. Monstera Borsigiana (Monstera Borsigiana) - DD
65. Mengkudu (Morinda citrifolia, L) - DD
66. Nusa Indah Putih (Mussaenda pubescens) - DD
67. Kantong Semar Rawa (Nepenthes mirabilis) - LC
68. Rambutan (Nephelium lappaceum) - LC
69. Kemangi (Ocimum africanum) - DD
70. Kumis Kucing (Orthosiphon aristatus) - DD
71. Daun Pandan (Pandanus amaryllifolius) - DD
72. Sengon (Paraserianthes falcataria) - DD
73. Petai (Parkia speciosa) - LC
74. Sungkai (Peronema canescens) - LC
75. Angsana (Peterocarpus sp) - DD
76. Anggrek Bulan (Phalaenopsis amabilis) - DD
77. Philo Jari (Philodendron selloum) - DD
78. Pinus (Pinus merkusii) - VU
79. Sirih Hijau (Piper betle L) - DD
80. Sirih Merah (Piper crocatum) - DD
81. Miana (Plectranthus scutellarioides) - DD
82. Beluntas (Pluchea indica) - DD
83. Glodokan Tiang (Polyalthia longifolia) - LC
84. Sancang (Premna microphylla) - LC
85. Jambu Biji (Psidium guajava) - LC
86. Angsana ( Pterocarpus indicus) - EN
87. Mawar Putih (Rosa alba L) - DD
88. Terembesi (Samanea saman) - LC
89. Terembesi (Samanea saman) - LC
90. Terembesi (Samania saman) - LC
91. Sentul (Sandoricum koetjape) - VU
92. Lidah Mertua (Sansevieria trifasciata lauretii) - DD
93. Johar (Senna siamea) - LC
94. Meranti (Shorea leprosula) - NT
95. Kayu meranti (Shorea macrophylla) - LC
96. Anggrek Sendok (Spathoglottis zurea) - DD
97. Pohon Hujan (Spathoidea campanulata) - DD
98. Mahoni (Swietenia mahagoni) - NT
99. Pohon Loba (Symplocos sp) - DD
100. Jambu Air (Syzygium aqueum) - LC
101. Jambu Air (Syzygium aqueum) - LC
102. Ketapang (Terminalia catappa) - LC
103. Keladi Tikus (Typhonium flagelliforme) - LC
104. Laban (Vitex pinnata) - LC
105. Palem Ekor Tupai (Wodyetia bifurcata) - DD
106. Jahe (Zingiber officinale) - DD"
2024,SH Upstream,SH Upstream,Region 3,Pertamina Hulu Kalimantan Timur (PHKT),179.51,479.87,659.38,no,,3.245,Tinggi,"1. Bangau Tong Tong (Leptoptilos javanicus) - VU
2. Gelatik Jawa (Lonchura oryzivora) - EN
3. Kerak Kerbau (Acridotheres javanicus) - VU
4. Monyet Ekor Panjang (Macaca fascicularis) - EN
5. Lutung Kelabu (Trachypithecus cristatus) - NT
6. Bekantan (Nasalis larvatus) - EN
7. Kuya Batok (Cuora amboinensis) - VU
8. Beruk (Macaca nemestrina) - EN
9. Owa Kelawat (Hylobates muelleri) - EN
10. Rusa Sambar (Cervus unicolor) - VU
11. Orang Utan (Pongo pygmaeus) - CR",30,"1. Simpur (Dillenia borneesis) - VU
2. Meranti Merah (Shorea balangeran) - VU
3. Ulin (Eusideroxylon zwageri) - VU
4. Durian Burung (Durio acutifolius) - VU
5. Lai (Durio kutejensis) - VU
6. Bintawak (Artocarpus anisophyllus) - VU
7. Gaharu (Aqualaria malaccensis) - CR
8. Mersawa Tenam (Anisoptera marginata) - VU"
